type;text
sayiknow;I see your point/I take your point/I see where you are coming from – This might be used when you are acknowledging that you understand what someone is saying but you do not necessarily agree with them.
sayiknow;I completely understand.
sayiknow;Fair enough – This is a very informal phrase which is often used when acknowledging that you understand a point someone has made.
sayiknow;It is commonly used to recognise that someone has proven you wrong and you understand this.
sayiknow;I know what you mean.
sayiknow;I don’t blame you/I would feel the same – This phrase can be used when you are acknowledging that you understand why someone thinks something or has done something.
sayiknow;Ok/Sure/Alright – These are simple words which can be used to let someone know that you understand.
sayiknow;Comprende – This is a word derived from Spanish which English speakers use to say ‘I understand’
sayiknow;It’s crystal clear – This can be said to let someone know that you completely understand something.
sayiknow;I get it.
sayiknow;I hear what you are saying – This is another phrase which can be used in a similar way to ‘I see your point/I take your point/I see where you are coming from.
sayiknow;Got it!
sayiknow;Of course, I was wrong: it would be hypocritical to pretend otherwise.
sayiknow;I see your point but I’m not sure I agree with you.
sayiknow;We’d obviously like to try to grab them, but I take your point.
sayiknow;I completely understand how things are when money is tight.
sayiknow;If you don’t want to come, fair enough, but let Bill know.
sayiknow;Don’t juggle with words anymore. I know what you mean.
sayiknow;I know that you’ve never forgiven me for what happened, and I don’t blame you, darling.
sayiknow;OK. I’ll tell him that you called.
sayiknow;Okay, I get it. You only get paid if you sell at least ten copies.
sayverygood;Very Good Synonym
sayverygood;Ways to Say Very Good
sayverygood;1. Perfect!
sayverygood;2. Super!
sayverygood;3. Exactly rights
sayverygood;4. Fantastic
sayverygood;5. Fine!
sayverygood;6. Great!
sayverygood;7. Congratulations!
sayverygood;8. Wonderful
sayverygood;9. Wow!
sayverygood;10. Tremendous!
sayverygood;11. Good work!
sayverygood;Very Good Synonym: 70+ Ways to Say VERY GOOD in EnglishPin
sayverygood;12. Marvelous!
sayverygood;13. That’s great
sayverygood;14. Keep it up!
sayverygood;15. Good for you!
sayverygood;16. Good going
sayverygood;17. Good thinking
sayverygood;18. Congratulations. You got it right!
sayverygood;19. Couldn’t have done it better myself.
sayverygood;20. I knew you could do it
sayverygood;21. I like that
sayverygood;22. I’m happy to see you working like that
sayverygood;23. I’m proud of the way you worked today
sayverygood;Very Good Synonym: 70+ Ways to Say VERY GOOD in EnglishPin
sayverygood;24. I’m very proud of you
sayverygood;25. I’ve never seen anyone do it better
sayverygood;26. Keep on trying
sayverygood;27. Keep up the good work.
sayverygood;28. Keep working on it.
sayverygood;29. Much better!
sayverygood;30. Nice going
sayverygood;31. Not bad
sayverygood;32. Now you have it!
sayverygood;33. Now you have the hang of it
sayverygood;34. Now you’ve figured it out
sayverygood;35. One more time and you’ll have it
sayverygood;36. Outstanding
sayverygood;37. That’s coming along nicely
sayverygood;38. That’s better than ever
sayverygood;39. That’s good
sayverygood;40. That’s how to handle that
sayverygood;41. That’s it
sayverygood;42. That’s much, much better!
sayverygood;43. That’s not half bad
sayverygood;44. That’s quite an improvement
sayverygood;45. That’s right!
sayverygood;46. That’s the best ever
sayverygood;47. That’s the best you’ve ever done
sayverygood;48. You’ve just about got it
sayverygood;49. You’ve just about mastered it
sayverygood;50. That’s the right way to do it
sayverygood;51. That’s the way!
sayverygood;52. Way to go!
sayverygood;53. Well look at you go
sayverygood;54. You are learning fast
sayverygood;55. You are really learning a lot
sayverygood;56. You are very good at that
sayverygood;57. You certainly did well today
sayverygood;58. You did a lot of work today.
sayverygood;59. You did it that time!
sayverygood;60. You did that very well
sayverygood;61. You haven’t missed a thing!
sayverygood;62. You must have been practicing
sayverygood;63. You out did yourself today!
sayverygood;64. You really make my job fun.
sayverygood;65. You’re doing a good job
sayverygood;66. You’re doing beautifully!
sayverygood;67. You’re doing fine!
sayverygood;68. You’re doing that much better today
sayverygood;69. You’re getting better every day
sayverygood;70. You’re improving
sayverygood;71. You’re on the right track now!
sayverygood;72. You’re really improving
sayverygood;73. You’re really working hard today
sayverygood;74. You’re really going to town
sayverygood;75. You’ve got it made.
sayforexample;Other Ways to Say For Example
sayforexample;For instance
sayforexample;…As seen in…
sayforexample;As you can see in the…
sayforexample;Consider the example of..
sayforexample;To show you what I mean
sayforexample;Like
sayforexample;As in…
sayforexample;In other words…
sayforexample;Especially
sayforexample;Case in point
sayforexample;By way of illustration
sayforexample;Including
sayforexample;In a similar case
sayforexample;As proof
sayforexample;Let’s say
sayforexample;Like this
sayforexample;An example being
sayforexample;Namely
sayforexample;Pretend that
sayforexample;Note well
sayforexample;Also
sayforexample;Examples include
sayforexample;As seen in
sayforexample;In particular
sayforexample;One example is
sayforexample;Particularly
sayforexample;To give you an idea
sayforexample;To illustrate my point I have done a comparative analysis.
sayforexample;As a case in point
sayforexample;Such as
sayforexample;That is to say…
sayforexample;These include
sayforexample;Suppose that
sayforexample;If you look at
sayforexample;This can be seen when…
sayforexample;E.g.
sayforexample;This includes
sayforexample;This is illustrated
sayforexample;To illustrate
sayforexample;Likewise
sayforexample;Imagine
sayforexample;As an example
sayforexample;Which is made apparent when…
sayforexample;For Example Synonyms with Example Sentences
sayforexample;It is sufficient that, for instance, the accused is allowed to borrow something.
sayforexample;It has all the amusement facilities as seen in the story of Aladdin.
sayforexample;The technique is easy, as you can see in the bottom right-hand corner of the picture.
sayforexample;In other words, she must give up singing.
sayforexample;Divorce is very painful, especially when children are concerned.
sayforexample;By way of illustration, I’ll refer to the behavior of rabbits.
sayforexample;In a similar case, you would able to turn aside because the wheels wouldn’t be locked.
sayforexample;As proof of her versatility, the comedienne has appeared in films of extremely diverse character.
sayforexample;The railroad connects two cities, namely, New York and Chicago.
sayforexample;It has all the amusement facilities as seen in the story of Aladdin.
sayforexample;In particular, they form their past tense forms in untypical ways, and they distinguish two types of onset.
sayforexample;The film was held up as an example of good cinema.
sayconclusion;In Conclusion Synonym
sayconclusion;In summary,…
sayconclusion;After all is said and done,..
sayconclusion;All in all,…
sayconclusion;All things considered,…
sayconclusion;As a result,…
sayconclusion;As a final observation,…
sayconclusion;At the end of the day…
sayconclusion;Briefly to conclude…
sayconclusion;Bringing up rear,…
sayconclusion;By and large,…
sayconclusion;Considering all of these,…
sayconclusion;Everything considered,…
sayconclusion;Finally, it may be concluded…
sayconclusion;Finally/ Lastly,…
sayconclusion;In a nutshell…
sayconclusion;In brief,…
sayconclusion;In closing,…
sayconclusion;In concluding,…
sayconclusion;In consolidation,…
sayconclusion;In ending this,…
sayconclusion;In essence,…
sayconclusion;In review,…
sayconclusion;In short,…
sayconclusion;In sum,…
sayconclusion;In the end,…
sayconclusion;In the final analysis…
sayconclusion;It is concluded that…
sayconclusion;It’s apparent that through…
sayconclusion;Last but not least…
sayconclusion;On a final note…
sayconclusion;On the whole,…
sayconclusion;Overall, it may be said…
sayconclusion;Overall,…
sayconclusion;Summing up,…
sayconclusion;Taking everything into account,…
sayconclusion;Taking this into account,…
sayconclusion;The research papers in the main…
sayconclusion;To briefly paraphrase…
sayconclusion;To come to the point…
sayconclusion;To conclude,…
sayconclusion;To end things off…
sayconclusion;To make the long story short…
sayconclusion;To put it all together…
sayconclusion;To put it bluntly…
sayconclusion;To sum up,…
sayconclusion;To summarise the above…
sayconclusion;To summarise,…
sayconclusion;To wrap it all up,…
sayconclusion;Ultimately,..
sayconclusion;In summary…
sayconclusion;To sum up…
sayconclusion;On the whole…
sayconclusion;Overall, it may be said…
sayconclusion;To conclude…
sayconclusion;All things considered…
sayconclusion;Finally…
sayconclusion;Taking everything into account…
sayconclusion;To put it all together…
sayconclusion;Ultimately…
sayconclusion;To briefly paraphrase…
sayconclusion;Everything considered…
sayconclusion;In closing…
sayconclusion;Last but not least…
sayconclusion;It is concluded that…
sayconclusion;In Conclusion Synonyms with Examples
sayconclusion;Learn many other ways to say in conclusion with example sentences.
sayconclusion;In summary, it is difficult for this writer to recommend this book.
sayconclusion;All in all, it has been a great success.
sayconclusion;All things considered, your article is of great value.
sayconclusion;As a result, services have been drastically reduced.
sayconclusion;At the end of the day, he’ll still have to make his own decision.
sayconclusion;By and large, the new arrangements have worked well.
sayconclusion;Lastly, the course trains students to think logically.
sayconclusion;In a nutshell, the owners thought they knew best.
sayconclusion;In brief, the meeting was a disaster.
sayconclusion;In concluding, he promised to go to prison rather than pay his fine.
sayconclusion;In essence, formal systems and procedures depend on local knowledge.
sayconclusion;In short, we must be prepared.
sayconclusion;In sum, we need to cut costs.
sayconclusion;In the end, a draw was a fair result.
sayconclusion;In the final analysis, the project was a failure.
sayconclusion;Last but not least, it will definitely benefit the citizens.
sayconclusion;On the whole, I’m in favour of the proposal.
sayconclusion;To conclude , I’d like to express my thanks to my family.
sayconclusion;To sum up, there are two main ways of tackling the problem.
sayconclusion;To summarise, this is a clever approach to a common problem.
sayconclusion;Ultimately, you’ll have to make the decision yourself.
sayithink;‘I Think’ Synonyms List
sayithink;Now that we understand why it is important to be able to say ‘I think’ using different wording, we can begin to explore some of the alternative things that we can say.
sayithink;In my opinion
sayithink;As far as I’m concerned – This phrase is often used in a more authoritative sense.
sayithink;I believe that…
sayithink;I am of the opinion that…
sayithink;It is my belief…
sayithink;It seems to me/It appears to me
sayithink;To my way of thinking/In my way of thinking
sayithink;I honestly think that/ I honestly believe that…
sayithink;I am feeling that/I feel that – This is a more personal phrase which moves from thoughts and takes them to a more emotional level. This is a good phrase to use when trying to convince someone of something.
sayithink;I assume that – In this example, the speaker would use the phrase when they are not 100% certain of something, to assume means to carry the belief that something is correct.
sayithink;From my point of view
sayithink;If you ask me…
sayithink;My thoughts on the matter are…
sayithink;I consider…
sayithink;As far as I can see/ as far as I can tell
sayithink;To my mind/ In my mind
sayithink;It is my view/It is my opinion
sayithink;The way that I see it is…
saytobehonest;Other Ways to Say “To be Honest”
saytobehonest;Actually …
saytobehonest;Allow me to speak my mind …
saytobehonest;As a matter of fact …
saytobehonest;As it happens…
saytobehonest;Frankly …
saytobehonest;Honestly/ frankly speaking…
saytobehonest;Honestly…
saytobehonest;I’m going to lay it on the line …
saytobehonest;I’m just going to come right out and say it …
saytobehonest;I’m only telling you this because I care about you …
saytobehonest;If I can speak my mind …
saytobehonest;If I shoot from the hip …
saytobehonest;If I’m perfectly honest …
saytobehonest;If I’m being honest…
saytobehonest;If truth be told …
saytobehonest;In actual fact …
saytobehonest;In all fairness …
saytobehonest;In all honesty …
saytobehonest;In all sincerity…
saytobehonest;In fact …
saytobehonest;Let me set the record straight …
saytobehonest;Let’s be fair …
saytobehonest;Let’s be/make it clear
saytobehonest;Let’s put the whole truth out there
saytobehonest;Let’s set the record straight
saytobehonest;The truth of the matter is…
saytobehonest;To be fair…
saytobehonest;To be frank …
saytobehonest;To put it frankly/bluntly…
saytobehonest;To tell the truth …
saytobehonest;Truth to be told…
saytobehonest;Truthfully…
saytobehonest;With all due respect …
saycalmdown;Calm Down Synonyms
saycalmdown;Below is a list of common phrases which show 26 different ways that you can use to express your calm, relaxed feelings.
saycalmdown;Relax!
saycalmdown;Take it easy!
saycalmdown;Give it a rest!
saycalmdown;Go easy!
saycalmdown;Take a deep breath.
saycalmdown;Slow down.
saycalmdown;Control yourself!
saycalmdown;Chill out!
saycalmdown;Loosen up!
saycalmdown;Simmer down
saycalmdown;Just drop it.
saycalmdown;Just let it go.
saycalmdown;Just take a breath.
saycalmdown;Count to 10
saycalmdown;Steady on!
saycalmdown;Take a chill pill!
saycalmdown;How about a big hug.
saycalmdown;Hold your horses (Slang)
saycalmdown;Keep your shirt on (slang)
saycalmdown;Want to squeeze my hand?
saycalmdown;Let’s focus on fixing the problem together.
saycalmdown;I see that you are mad, how does that feel in your body?
saycalmdown;If you need to hit something, hit this pillow.
saycalmdown;That can be so frustrating, let’s figure this out together.
saycalmdown;I see that you are having a difficult time, let me help you.
saycalmdown;If you are feeling sad, you can tell me about it.
sayidontknow;I Don’t Know Synonyms
sayidontknow;List of 40 other ways to say I don’t know in English.
sayidontknow;Beats me.
sayidontknow;Hmm…
sayidontknow;I am not the best person to answer that.
sayidontknow;I can find out for you.
sayidontknow;I can’t remember off the top of my head. I’ll get back to you on that.
sayidontknow;I don’t have that information here right now.
sayidontknow;I don’t know anything about…
sayidontknow;I have no clue/idea.
sayidontknow;I haven’t/ haven’t got a clue.
sayidontknow;I haven’t got the faintest idea.
sayidontknow;I haven’t had time to think that through yet.
sayidontknow;I haven’t looked at that yet.
sayidontknow;I want to be sure and give you the correct information. Let me check.
sayidontknow;I’ll double check and let you know.
sayidontknow;I’ll find out and let you know.
sayidontknow;I’ll get back to you on that one.
sayidontknow;I’m going to investigate that further.
sayidontknow;I’m not 100% sure on that.
sayidontknow;I’m not sure / unsure.
sayidontknow;I’m probably not the best person to ask for that information.
sayidontknow;I’ve been wondering the same thing!
sayidontknow;I’m afraid. I have no idea
sayidontknow;It could be one of many possibilities, I’ll look into it.
sayidontknow;It’s a mystery to me.
sayidontknow;It’s beyond me.
sayidontknow;Let me check on that.
sayidontknow;Let me find out for you.
sayidontknow;Let me look that up for you.
sayidontknow;Search me.
sayidontknow;That requires a bit more research first.
sayidontknow;That’s a really good question, I’ll check/ find out.
sayidontknow;That’s not my area of expertise, I’ll ask …..
sayidontknow;That’s something I want you to find out for yourself!
sayidontknow;That’s exactly what I’m seeking to answer.
sayidontknow;That’s good question, but I don’t know.
sayidontknow;That’s good question, I’ll check this.
sayidontknow;There are several possible answers, I’ll need more information first.
sayidontknow;What do you suggest?
sayidontknow;What do you think?
sayidontknow;Who knows?
restaurant;#RESTAURANT
restaurant;1. The guest
restaurant;A table for two, please.
restaurant;May we sit at this table?
restaurant;The menu, please.
restaurant;What's on the menu?
restaurant;What's Irish Stew like?
restaurant;We're not ready yet.
restaurant;The steak for me, please.
restaurant;Can you bring me the ketchup, please?
restaurant;A salad, please.
restaurant;I'll have the same.
restaurant;That's all, thank you.
restaurant;Can I have the bill (AE: check), please?
restaurant;This is on me.
restaurant;Here you are.
restaurant;The rest is for you.
restaurant;Do you have wine by the glass?
restaurant;I'd prefer red wine.
restaurant;Please bring us another beer.
restaurant;Could I have chips (AE: French Fries) instead of salad?
restaurant;What can you recommend?
restaurant;Please bring me the bill (AE: check) with my coffee.
restaurant;I think you've made a mistake.
restaurant;2. The waiter
restaurant;Hi, I'm Sue, I'll be your server for tonight.
restaurant;What can I do for you?
restaurant;Can I help you?
restaurant;Can I take your coat?
restaurant;Have you booked a table?
restaurant;How many are you?
restaurant;Would you follow me, please?
restaurant;Can I take your order, sir/madam?
restaurant;What would you like to start with?
restaurant;What would you like to drink?
restaurant;What would you like for dessert?
restaurant;How would you like your steak? (rare, medium, well done)
restaurant;Do you want a salad with it?
restaurant;What kind of dressing?
restaurant;Anything to drink?
restaurant;Do you want a dessert?
restaurant;The burgers are very good.
restaurant;Sorry, the hamburgers are off.
restaurant;Is everything all right?
restaurant;Did you enjoy your meal?
restaurant;Are you paying together?
restaurant;May I show you to a table?
restaurant;If you wait, there'll be a table for you free in a minute.
restaurant;Do you want vegetables with it?
restaurant;Why don't you try the pizza?
restaurant;It'll take about 20 minutes.
restaurant;Would you like a Coke? - Yes, I'd love to.
restaurant;Yes, please.
restaurant;No, thank you.
hotel;OTEL KONAKLAMA
hotel;1. The guest
hotel;Have you got a single room for tonight?
hotel;I'd like to stay in a double room.
hotel;Do all the rooms have air-conditioning?
hotel;Is breakfast included?
hotel;When do you serve breakfast?
hotel;Could you give me a call at 7 tomorrow morning, please?
hotel;I'd like to pay in cash/by credit card/by traveller's cheque (AE: check).
hotel;2. The receptionist
hotel;Hello, can I help you?
hotel;Would you like a room with a bath or a shower?
hotel;How long would you like to stay at our hotel?
hotel;How would you like to pay?
hotel;Your room is on the second floor on the right.
hotel;Sorry, we're fully booked for tonight.
hotel;Sorry, we are full up.
hotel;Is there anything else I can do for you?
hotel;Hello. My name is ... I'm 15 and I come from Munich.
hotel;I booked a room two weeks ago.
hotel;I need a single room.
hotel;There must be a bath, telephone and TV in the room.
hotel;When do you serve breakfast?
hotel;How much is the room per day?
hotel;My room is on the second floor.
hotel;Can I have the bill, please?
hotel;Can I have a room again next month?
hotel;I need the room from May the first to May the third.
shop;ALIŞVERİŞ
shop;A newspaper, please.
shop;Can I have a town map, please?
shop;Have you got picture postcards?
shop;I need stamps too.
shop;I was here last week.
shop;How much is everything?
shop;Can you repeat the price, please?
shop;Here you are. Thank you very much.
shop;I like going to souvenir shops.
shop;The shop assistant was very friendly, wasn't he/she?
shop;There is a supermarket near here.
shop;What can I get there?
shop;You can get there nearly everything?
shop;Women's clothes is on the second floor.
shop;I prefer the blue blouse to the yellow blouse.
shop;I haven't seen such a big supermarket before.
shop;How much are the tomatoes?
shop;I'm coming back in the next days.
shop;I like shopping with a friend.
shop;How can I get to the nearest station/bus stop from here?
saygeneral;TARTIŞMA
saygeneral;I didn't quite get that.
saygeneral;Can you repeat that, please?
saygeneral;I didn't understand you.
saygeneral;3. How to ask/argue
saygeneral;Are you saying that ...?
saygeneral;Can you explain that?
saygeneral;Sorry to interrupt you, ... I actually wanted to say that ...
saygeneral;Well, ... I don't think so.
saygeneral;I'm sure that ...
saygeneral;There's nothing more to say.
saygeneral;Obviously I don't need to say that ...
saygeneral;4. General phrases
saygeneral;Besides ...
saygeneral;It doesn't matter.
saygeneral;Don't mention it.
saygeneral;I must apologize for being so late.
saycomplex;COMPLEX KARIŞIK CÜMLE
saycomplex;I like football although I'm often on the road.
saycomplex;I like volleyball and tennis.
saycomplex;I like football because it's interesting.
saycomplex;What other sports do you practise besides football?
saycomplex;I like football, but I don't like handball.
saycomplex;Considering he's played football for only two years, he does it well.
saycomplex;I like either tea or milk.
saycomplex;I like football, especially when my team wins.
saycomplex;First of all I'd like to say that, ...
saycomplex;I like sports, for example football.
saycomplex;I don't know how to play Squash.
saycomplex;However the teacher explained it, I didn't understand a word of it.
saycomplex;Do you know if/whether Peter lives in Glasgow?
saycomplex;In fact, I think that my team will win.
saycomplex;I go to discos in order to meet friends.
saycomplex;I don't like coffee. – Neither do I.
saycomplex;They're losing the match. Nevertheless we're watching it.
saycomplex;Of course I like volleyball.
saycomplex;Perhaps you'll like football, too.
saycomplex;I was tired, so (that's why) I went to bed.
saycomplex;I'll come to your party, unless it rains.
sayhobby;HOBİ BOŞ ZAMAN
sayhobby;My favourite hobby is playing snooker.
sayhobby;I like listening to pop-music.
sayhobby;At weekends I sometimes go to a disco or to the cinema.
sayhobby;I listen to bands like ...
sayhobby;I'm interested in punk.
sayhobby;While listening to hard-rock I can get everything off my chest.
sayhobby;In summer I like to go swimming.
sayhobby;In winter I go skiing.
sayhobby;I like visiting friends and talking about this and that.
sayhobby;My friend and I do lots of jigsaw puzzles.
sayhobby;Playing football is fun.
sayhobby;One of my hobbies is writing letters to my pen-friends.
sayhobby;I do a paper route to earn a little money.
sayhobby;Sometimes I read so much that I forget the housework.
sayhobby;When the weather is bad, I read books or watch TV.
sayhobby;I enjoy working on the computer.
sayhobby;I got a new computer for my birthday.
sayhobby;Once a week I do some handball practice.
sayhobby;I go training every evening.
sayhobby;When it's not so hot, I go rollerskating.
sayhobby;I want to tell you something about my family.
sayhobby;I've got two older brothers.
sayhobby;My mother works as a clerk in an office.
sayhobby;When we are on holidays I like walking in the mountains.
sayhobby;On Saturdays I have to cook for the family.
sayhobby;I collect my cousin from the kindergarten.
sayhobby;Now and then I do babysitting.
sayhobby;I like watching films.
sayhobby;I prefer going to the cinema because it's more interesting.
sayhobby;What's on at the cinema?
sayhobby;How much is a ticket?
sayhobby;Are there any tickets for Saturday?
sayhobby;I'm interested in crime and adventure films.
sayhobby;Last week I watched "Independence Day".
sayhobby;My favourite actor/actress is ......
sayhobby;What about going to the cinema together?
sayhobby;The film was exciting, not boring.
saytrip;GEZİ TATİL
saytrip;My friend is visiting me in Dresden this weekend.
saytrip;I'm meeting him/her at the station.
saytrip;I'm looking forward to seeing him/her.
saytrip;Have you been to Dresden before?
saytrip;Do you like the town?
saytrip;We are going to Saxon Switzerland by boat.
saytrip;Dresden is one of the most interesting and one of the nicest towns.
saytrip;Come back next year.
saytrip;A visit to the zoo would be nice.
saytrip;Dresden has nice surroundings.
saytrip;I'm going to England this summer.
saytrip;I'm going by bus.
saytrip;I haven't been there before.
saytrip;I'd like to go near the south coast.
saytrip;I have already been at the travel agency.
saytrip;How much is the trip?
saytrip;Is the beach near my holiday resort?
saytrip;How could I get there?
saytrip;I was in France last year.
saytrip;I don't speak French.
classroom;1. The guest
classroom;A table for two, please.
classroom;May we sit at this table?
classroom;The menu, please.
classroom;What's on the menu?
classroom;What's Irish Stew like?
classroom;We're not ready yet.
classroom;The steak for me, please.
classroom;Can you bring me the ketchup, please?
classroom;A salad, please.
classroom;I'll have the same.
classroom;That's all, thank you.
classroom;Can I have the bill (AE: check), please?
classroom;This is on me.
classroom;Here you are.
classroom;The rest is for you.
classroom;Do you have wine by the glass?
classroom;I'd prefer red wine.
classroom;Please bring us another beer.
classroom;Could I have chips (AE: French Fries) instead of salad?
classroom;What can you recommend?
classroom;Please bring me the bill (AE: check) with my coffee.
classroom;I think you've made a mistake.
classroom;2. The waiter
classroom;Hi, I'm Sue, I'll be your server for tonight.
classroom;What can I do for you?
classroom;Can I help you?
classroom;Can I take your coat?
classroom;Have you booked a table?
classroom;How many are you?
classroom;Would you follow me, please?
classroom;Can I take your order, sir/madam?
classroom;What would you like to start with?
classroom;What would you like to drink?
classroom;What would you like for dessert?
classroom;How would you like your steak? (rare, medium, well done)
classroom;Do you want a salad with it?
classroom;What kind of dressing?
classroom;Anything to drink?
classroom;Do you want a dessert?
classroom;The burgers are very good.
classroom;Sorry, the hamburgers are off.
classroom;Is everything all right?
classroom;Did you enjoy your meal?
classroom;Are you paying together?
classroom;May I show you to a table?
classroom;If you wait, there'll be a table for you free in a minute.
classroom;Do you want vegetables with it?
classroom;Why don't you try the pizza?
classroom;It'll take about 20 minutes.
classroom;I'm sorry, I couldn't write earlier because I was ill.
classroom;Thanks for the letter and the wonderful photos of your hometown.
classroom;It was interesting to hear about school life in Britain.
classroom;I attend the "name of the school".
classroom;It's a "type of school".
classroom;How much homework do you get every day?
classroom;In your letter you asked me to tell you something about schools in Saxony.
classroom;There are 15 boys and 12 girls in my class.
classroom;My friends and I don't get very good marks.
classroom;We like jokes better than school.
classroom;I studied for the English test all evening.
classroom;How are you and how are you enjoying your job?
classroom;Tell me about your working hours, your pay and your holidays.
classroom;I'm going to start an apprenticeship as a mechanic on August 1st.
classroom;It's very difficult to get an interesting job here.
classroom;In September I have to start work.
classroom;I have made up my mind to become a nurse.
classroom;I can write good stories when I feel like it.
classroom;I don't like school very much.
classroom;I'm planning to visit Wales next year.
classroom;Now I have to finish this letter.
classroom;The sun is shining and therefore we want to go swimming.
classroom;I'm looking forward to getting your letter.
classroom;I like my school.
classroom;I have interesting subjects.
classroom;I've found lots of friends here.
classroom;I've attended this school for 6 years.
classroom;I'm good at maths. I'm not so good at biology.
classroom;I'm leaving school in summer.
classroom;I'm going to start an apprenticeship as a shop assistant.
classroom;I hope to pass my exams well.
classroom;Are you going to study for the exams with me?
classroom;Do you have an apprenticeship?
sayyourself;Introducing yourself:
sayyourself;My name is ...
sayyourself;I'm ....
sayyourself;Nice to meet you: I'm ...
sayyourself;Pleased to meet you: I'm ...
sayyourself;Let me introduce myself: I'm ...
sayyourself;I'd like to introduce myself: I'm ...
sayyourself;Introducing others:
sayyourself;Here are expressions to introduce others:
sayyourself;Jack, please meet Nicolas.
sayyourself;Jack, have you met Nicolas?
sayyourself;I'd like you to meet Liza.
sayyourself;I'd like to introduce you to Betty.
sayyourself;Leila, this is Barbara. Barbara this is Leila.
sayyourself;Useful responses when introducing yourself or other people:
sayyourself;Nice to meet you.
sayyourself;Pleased to meet you.
sayyourself;Happy to meet you.
sayyourself;How do you do?
sayyourself;My name is …/ I’m …
sayyourself;My full/ first/ last name is …
sayyourself;You can call me …/ They call me …/ Please call me …/ Everyone calls me …
sayyourself;My nickname is …
sayyourself;I’m from …/ I hail from …/ I come from …/ My hometown is …/ I’m originally from … (country)
sayyourself;I’m … (nationality)
sayyourself;I was born in …
sayyourself;I live in … / My address is … (city)
sayyourself;I live on … (name) street.
sayyourself;I live at …
sayyourself;I spent most of my life in …
sayyourself;I have lived in … for/ since …
sayyourself;I grew up in …
sayyourself;I’m … years old.
sayyourself;I’m …
sayyourself;I’m over/ almost/ nearly …
sayyourself;I am around your age.
sayyourself;I’m in my early twenties/ late thirties.
sayyourself;There are … (number) people in my family. They are …
sayyourself;There are … (number) of us in my family.
sayyourself;My family has … (number) people.
sayyourself;I live with my …
sayyourself;I am the only child.
sayyourself;I don’t have any siblings.
sayyourself;I have … brothers and … (number) sister.
sayyourself;My birthday is on …
sayyourself;My phone number is …
sayyourself;I am a/ an …
sayyourself;I work as a/ an …
sayyourself;I work for (company) … as a/ an …
sayyourself;I’m unemployed./ I am out of work./ I have been made redundant./ I am between jobs.
sayyourself;I earn my living as a/ an …
sayyourself;I am looking for a job. / I am looking for work.
sayyourself;I’m retired.
sayyourself;I would like to be a/ an …/ I want to be a/ an …
sayyourself;I used to work as a/ an … at … (places)
sayyourself;I just started as … in the … department.
sayyourself;I work in/at a … (places)
sayyourself;I have been working in … (city) for … years.
sayyourself;I like/ love/ enjoy/ … (sports/ movies/ …/)
sayyourself;I am interested in …
sayyourself;I am good at …
sayyourself;My hobby is …/ I am interesting in …
sayyourself;My hobbies are …/ My hobby is …
sayyourself;My favorite sport is …
sayyourself;My favorite color is …
sayyourself;I have a passion for …
sayyourself;My favorite place is …
sayyourself;I sometimes go to … (places), I like it because …
sayyourself;I don’t like/ dislike/ hate …
sayyourself;My favorite food/drink is …
sayyourself;My favorite singer/ band is …
sayyourself;My favorite day of the week is … because …
sayyourself;there are many things to see and do
sayyourself;This is one of the most beautiful places I have been visited.
sayyourself;I can relax there
sayyourself;it’s relaxing/ popular/ nice/ …
sayyourself;Reading, painting, drawing
sayyourself;Playing computer games
sayyourself;Surfing the Internet
sayyourself;Collecting stamps/ coins/ …
sayyourself;Going to the cinema
sayyourself;Playing with friends
sayyourself;Chatting with best friends
sayyourself;Going to the park/ beach/ zoo/ museum/ …
sayyourself;Listening to music
sayyourself;Shopping, singing, dancing, travelling, camping, hiking, …
sayyourself;In my free time, I like …
sayyourself;I like … when I’m free.
sayyourself;At weekends I sometimes go to … (places)
sayyourself;I’m a student at … (school)
sayyourself;I study at …/ I am at …/ I go to … (school)
sayyourself;I study … (majors)
sayyourself;My major is …
sayyourself;I study English because …
sayyourself;I can speak English very well.
sayyourself;I’ve been learning English for/ since …
sayyourself;I can express myself and communicate in English.
sayyourself;I like it a lot
sayyourself;I love it.
sayyourself;I think it’s important
sayyourself;I have to
sayyourself;It’s very important and necessary.
sayyourself;I want to learn more about this language.
sayyourself;I love to improve my English skills.
sayyourself;Which year are you in?
sayyourself;I’m in … grade.
sayyourself;I’m in my first/ second/ third/ final year.
sayyourself;I am a freshman.
sayyourself;I graduated from …/ My previous school was …
sayyourself;My favorite subject is …
sayyourself;I am good at … (subjects)
sayyourself;Do you have a boyfriend/ girlfriend?
sayyourself;Answers:
sayyourself;I’m married/ single/ engaged/ divorced.
sayyourself;I’m not seeing/ dating anyone.
sayyourself;I’m not ready for a serious relationship.
sayyourself;I’m going out with a … (someone)
sayyourself;I’m in a relationship./ I’m in an open relationship.
sayyourself;It’s complicated.
sayyourself;I have a boyfriend/ girlfriend/ lover/ …
sayyourself;I’m in love with … (someone)
sayyourself;I’m going through a divorce.
sayyourself;I have a husband/ wife.
sayyourself;I’m a happily married man/ woman.
sayyourself;I have a happy/ unhappy marriage.
sayyourself;My wife/ husband and I, we’re separated.
sayyourself;I am available.
sayyourself;I haven’t found what I’m looking for.
sayyourself;I’m ready for a rebound relationship.
sayyourself;I’m a widow/ widower.
sayyourself;I’m still looking for the one.
sayyourself;I (don’t) have … (number) children.
sayyourself;Introduce Your Personality Traits
