ID;type;text
7774;general_verbs;beg | begged
7775;general_verbs;behave | behaved
7776;general_verbs;belong | belonged
7777;general_verbs;bleach | bleached
7778;general_verbs;bless | blessed
7779;general_verbs;blind | blinded
7780;general_verbs;blink | blinked
7781;general_verbs;blot | blotted
7782;general_verbs;blush | blushed
7783;general_verbs;boast | boasted
7784;general_verbs;boil | boiled
7785;general_verbs;bolt | bolted
7786;general_verbs;bomb | bombed
7787;general_verbs;book | booked
7788;general_verbs;bore | bored
7789;general_verbs;borrow | borrowed
7790;general_verbs;bounce | bounced
7791;general_verbs;bow | bowed
7792;general_verbs;box | boxed
7793;general_verbs;brake | braked
7794;general_verbs;branch | branched
7795;general_verbs;breathe | breathed
7796;general_verbs;bruise | bruised
7797;general_verbs;brush | brushed
7798;general_verbs;bubble | bubbled
7799;general_verbs;bump | bumped
7800;general_verbs;burn | burned
7801;general_verbs;bury | buried
7802;general_verbs;buzz | buzzed
7803;general_verbs;calculate | calculated
7804;general_verbs;call | called
7805;general_verbs;camp | camped
7806;general_verbs;care | cared
7807;general_verbs;carry | carried
7808;general_verbs;carve | carved
7809;general_verbs;cause | caused
7810;general_verbs;challenge | challenged
7811;general_verbs;change | changed
7812;general_verbs;charge | charged
7813;general_verbs;chase | chased
7814;general_verbs;cheat | cheated
7815;general_verbs;check | checked
7816;general_verbs;cheer | cheered
7817;general_verbs;chew | chewed
7818;general_verbs;choke | choked
7819;general_verbs;chop | chopped
7820;general_verbs;claim | claimed
7821;general_verbs;clap | clapped
7822;general_verbs;clean | cleaned
7823;general_verbs;clear | cleared
7824;general_verbs;clip | clipped
7825;general_verbs;close | closed
7826;general_verbs;coach | coached
7827;general_verbs;coil | coiled
7828;general_verbs;collect | collected
7829;general_verbs;colour | coloured
7830;general_verbs;comb | combed
7831;general_verbs;command | commanded
7832;general_verbs;communicate | communicated
7833;general_verbs;compare | compared
7834;general_verbs;compete | competed
7835;general_verbs;complain | complained
7836;general_verbs;complete | completed
7837;general_verbs;concentrate | concentrated
7838;general_verbs;concern | concerned
7839;general_verbs;confess | confessed
7840;general_verbs;confuse | confused
7841;general_verbs;connect | connected
7842;general_verbs;consider | considered
7843;general_verbs;consist | consisted
7844;general_verbs;contain | contained
7845;general_verbs;continue | continued
7846;general_verbs;copy | copied
7847;general_verbs;correct | corrected
7848;general_verbs;cough | coughed
7849;general_verbs;count | counted
7850;general_verbs;cover | covered
7851;general_verbs;crack | cracked
7852;general_verbs;crash | crashed
7853;general_verbs;crawl | crawled
7854;general_verbs;cross | crossed
7855;general_verbs;crush | crushed
7856;general_verbs;cry | cried
7857;general_verbs;cure | cured
7858;general_verbs;curl | curled
7859;general_verbs;curve | curved
7860;general_verbs;cycle | cycled
7861;general_verbs;dam | dammed
7862;general_verbs;damage | damaged
7863;general_verbs;dance | danced
7864;general_verbs;dare | dared
7865;general_verbs;decay | decayed
7866;general_verbs;deceive | deceived
7867;general_verbs;decide | decided
7868;general_verbs;decorate | decorated
7869;general_verbs;delay | delayed
7870;general_verbs;delight | delighted
7871;general_verbs;deliver | delivered
7872;general_verbs;depend | depended
7873;general_verbs;describe | described
7874;general_verbs;desert | deserted
7875;general_verbs;deserve | deserved
7876;general_verbs;destroy | destroyed
7877;general_verbs;detect | detected
7878;general_verbs;develop | developed
7879;general_verbs;disagree | disagreed
7880;general_verbs;disappear | disappeared
7881;general_verbs;disapprove | disapproved
7882;general_verbs;disarm | disarmed
7883;general_verbs;discover | discovered
7884;general_verbs;dislike | disliked
7885;general_verbs;divide | divided
7886;general_verbs;double | doubled
7887;general_verbs;doubt | doubted
7888;general_verbs;drag | dragged
7889;general_verbs;drain | drained
7890;general_verbs;dream | dreamed
7891;general_verbs;dress | dressed
7892;general_verbs;drip | dripped
7893;general_verbs;drop | dropped
7894;general_verbs;drown | drowned
7895;general_verbs;drum | drummed
7896;general_verbs;dry | dried
7897;general_verbs;dust | dusted
7898;general_verbs;earn | earned
7899;general_verbs;educate | educated
7900;general_verbs;embarrass | embarrassed
7901;general_verbs;employ | employed
7902;general_verbs;empty | emptied
7903;general_verbs;encourage | encouraged
7904;general_verbs;end | ended
7905;general_verbs;enjoy | enjoyed
7906;general_verbs;enter | entered
7907;general_verbs;entertain | entertained
7908;general_verbs;escape | escaped
7909;general_verbs;examine | examined
7910;general_verbs;excite | excited
7911;general_verbs;excuse | excused
7912;general_verbs;exercise | exercised
7913;general_verbs;exist | existed
7914;general_verbs;expand | expand
7915;general_verbs;expect | expected
7916;general_verbs;explain | explained
7917;general_verbs;explode | exploded
7918;general_verbs;extend | extended
7919;general_verbs;face | faced
7920;general_verbs;fade | faded
7921;general_verbs;fail | failed
7922;general_verbs;fancy | fancied
7923;general_verbs;fasten | fastened
7924;general_verbs;fax | faxed
7925;general_verbs;fear | feared
7926;general_verbs;fence | fenced
7927;general_verbs;fetch | fetched
7928;general_verbs;file | filed
7929;general_verbs;fill | filled
7930;general_verbs;film | filmed
7931;general_verbs;fire | fired
7932;general_verbs;fit | fitted
7933;general_verbs;fix | fixed
7934;general_verbs;flap | flapped
7935;general_verbs;flash | flashed
7936;general_verbs;float | floated
7937;general_verbs;flood | flooded
7938;general_verbs;flow | flowed
7939;general_verbs;flower | flowered
7940;general_verbs;fold | folded
7941;general_verbs;follow | followed
7942;general_verbs;fool | fooled
7943;general_verbs;force | forced
7944;general_verbs;form | formed
7945;general_verbs;found | founded
7946;general_verbs;frame | framed
7947;general_verbs;frighten | frightened
7948;general_verbs;fry | fried
7949;general_verbs;gather | gathered
7950;general_verbs;gaze | gazed
7951;general_verbs;glow | glowed
7952;general_verbs;glue | glued
7953;general_verbs;grab | grabbed
7954;general_verbs;grate | grated
7955;general_verbs;grease | greased
7956;general_verbs;greet | greeted
7957;general_verbs;grin | grinned
7958;general_verbs;grip | gripped
7959;general_verbs;groan | groaned
7960;general_verbs;guarantee | guaranteed
7961;general_verbs;guard | guarded
7962;general_verbs;guess | guessed
7963;general_verbs;guide | guided
7964;general_verbs;hammer | hammered
7965;general_verbs;hand | handed
7966;general_verbs;handle | handled
7967;general_verbs;hang | hung
7968;general_verbs;happen | happened
7969;general_verbs;harass | harassed
7970;general_verbs;harm | harmed
7971;general_verbs;hate | hated
7972;general_verbs;haunt | haunted
7973;general_verbs;head | headed
7974;general_verbs;heal | healed
7975;general_verbs;heap | heaped
7976;general_verbs;heat | heated
7977;general_verbs;help | helped
7978;general_verbs;hook | hooked
7979;general_verbs;hop | hopped
7980;general_verbs;hope | hoped
7981;general_verbs;hover | hovered
7982;general_verbs;hug | hugged
7983;general_verbs;hum | hummed
7984;general_verbs;hunt | hunted
7985;general_verbs;hurry | hurried
7986;general_verbs;identify | identified
7987;general_verbs;ignore | ignored
7988;general_verbs;imagine | imagined
7989;general_verbs;impress | impressed
7990;general_verbs;improve | improved
7991;general_verbs;include | included
7992;general_verbs;increase | increased
7993;general_verbs;influence | influenced
7994;general_verbs;inform | informed
7995;general_verbs;inject | injected
7996;general_verbs;injure | injured
7997;general_verbs;instruct | instructed
7998;general_verbs;intend | intended
7999;general_verbs;interest | interested
8000;general_verbs;interfere | interfered
8001;general_verbs;interrupt | interrupted
8002;general_verbs;introduce | introduced
8003;general_verbs;invent | invented
8004;general_verbs;invite | invited
8005;general_verbs;irritate | irritated
8006;general_verbs;itch | itched
8007;general_verbs;jail | jailed
8008;general_verbs;jam | jammed
8009;general_verbs;jog | jogged
8010;general_verbs;join | joined
8011;general_verbs;joke | joked
8012;general_verbs;judge | judged
8013;general_verbs;juggle | juggled
8014;general_verbs;jump | jumped
8015;general_verbs;kick | kicked
8016;general_verbs;kill | killed
8017;general_verbs;kiss | kissed
8018;general_verbs;kneel | knelt
8019;general_verbs;knit | knitted
8020;general_verbs;knock | knocked
8021;general_verbs;knot | knotted
8022;general_verbs;label | labelled
8023;general_verbs;land | landed
8024;general_verbs;last | lasted
8025;general_verbs;laugh | laughed
8026;general_verbs;launch | launched
8027;general_verbs;learn | learned
8028;general_verbs;level | levelled
8029;general_verbs;license | licensed
8030;general_verbs;lick | licked
8031;general_verbs;lie | lied
8032;general_verbs;lighten | lightened
8033;general_verbs;like | liked
8034;general_verbs;list | listed
8035;general_verbs;listen | listened
8036;general_verbs;live | lived
8037;general_verbs;load | loaded
8038;general_verbs;lock | locked
8039;general_verbs;long | longed
8040;general_verbs;look | look
8041;general_verbs;love | loved
8042;general_verbs;man | manned
8043;general_verbs;manage | managed
8044;general_verbs;march | marched
8045;general_verbs;mark | marked
8046;general_verbs;marry | married
8047;general_verbs;match | matched
8048;general_verbs;mate | mated
8049;general_verbs;matter | mattered
8050;general_verbs;measure | measured
8051;general_verbs;meddle | meddled
8052;general_verbs;melt | melted
8053;general_verbs;memorise | memorised
8054;general_verbs;mend | mended
8055;general_verbs;mess up | messed up
8056;general_verbs;milk | milked
8057;general_verbs;mine | mined
8058;general_verbs;miss | missed
8059;general_verbs;mix | mixed
8060;general_verbs;moan | moaned
8061;general_verbs;moor | moored
8062;general_verbs;mourn | mourned
8063;general_verbs;move | moved
8064;general_verbs;muddle | muddled
8065;general_verbs;mug | mugged
8066;general_verbs;multiply | multiplied
8067;general_verbs;murder | murdered
8068;general_verbs;nail | nailed
8069;general_verbs;name | named
8070;general_verbs;need | needed
8071;general_verbs;nest | nested
8072;general_verbs;nod | nodded
8073;general_verbs;note | noted
8074;general_verbs;notice | noticed
8075;general_verbs;number | numbered
8076;general_verbs;obey | obeyed
8077;general_verbs;object | objected
8078;general_verbs;observe | observed
8079;general_verbs;obtain | obtained
8080;general_verbs;occur | occurred
8081;general_verbs;offend | offended
8082;general_verbs;offer | offered
8083;general_verbs;open | opened
8084;general_verbs;order | ordered
8085;general_verbs;overflow | overflowed
8086;general_verbs;owe | owed
8087;general_verbs;own | owned
8088;general_verbs;pack | packed
8089;general_verbs;paddle | paddled
8090;general_verbs;paint | painted
8091;general_verbs;park | parked
8092;general_verbs;part | parted
8093;general_verbs;pass | passed
8094;general_verbs;paste | pasted
8095;general_verbs;pat | patted
8096;general_verbs;pause | paused
8097;general_verbs;peck | pecked
8098;general_verbs;pedal | pedalled
8099;general_verbs;peel | peeled
8100;general_verbs;peep | peeped
8101;general_verbs;perform | performed
8102;general_verbs;permit | permitted
8103;general_verbs;phone | phoned
8104;general_verbs;pick | picked
8105;general_verbs;pinch | pinched
8106;general_verbs;pine | pined
8107;general_verbs;place | placed
8108;general_verbs;plan | planned
8109;general_verbs;plant | planted
8110;general_verbs;play | played
8111;general_verbs;please | pleased
8112;general_verbs;plug | plugged
8113;general_verbs;point | pointed
8114;general_verbs;poke | poked
8115;general_verbs;polish | polished
8116;general_verbs;pop | popped
8117;general_verbs;possess | possessed
8118;general_verbs;post | posted
8119;general_verbs;pour | poured
8120;general_verbs;practise | practised
8121;general_verbs;pray | prayed
8122;general_verbs;preach | preached
8123;general_verbs;precede | preceded
8124;general_verbs;prefer | preferred
8125;general_verbs;prepare | prepared
8126;general_verbs;present | presented
8127;general_verbs;preserve | preserved
8128;general_verbs;press | pressed
8129;general_verbs;pretend | pretended
8130;general_verbs;prevent | prevented
8131;general_verbs;prick | pricked
8132;general_verbs;print | printed
8133;general_verbs;produce | produced
8134;general_verbs;program | programmed
8135;general_verbs;promise | promised
8136;general_verbs;protect | protected
8137;general_verbs;provide | provided
8138;general_verbs;pull | pulled
8139;general_verbs;pump | pumped
8140;general_verbs;punch | punched
8141;general_verbs;puncture | punctured
8142;general_verbs;punish | punished
8143;general_verbs;push | pushed
8144;general_verbs;question | questioned
8145;general_verbs;queue | questioned
8146;general_verbs;race | raced
8147;general_verbs;radiate | radiated
8148;general_verbs;rain | rained
8149;general_verbs;raise | raised
8150;general_verbs;reach | reached
8151;general_verbs;realise | realised
8152;general_verbs;receive | received
8153;general_verbs;recognise | recognised
8154;general_verbs;record | recorded
8155;general_verbs;reduce | reduced
8156;general_verbs;reflect | reflected
8157;general_verbs;refuse | refused
8158;general_verbs;regret | regretted
8159;general_verbs;reign | reigned
8160;general_verbs;reject | rejected
8161;general_verbs;rejoice | rejoiced
8162;general_verbs;relax | relaxed
8163;general_verbs;release | released
8164;general_verbs;rely | relied
8165;general_verbs;remain | remained
8166;general_verbs;remember | remembered
8167;general_verbs;remind | reminded
8168;general_verbs;remove | removed
8169;general_verbs;repair | repaired
8170;general_verbs;repeat | repeated
8171;general_verbs;replace | replaced
8172;general_verbs;reply | replied
8173;general_verbs;report | reported
8174;general_verbs;reproduce | reproduced
8175;general_verbs;request | requested
8176;general_verbs;rescue | rescued
8177;general_verbs;retire | retired
8178;general_verbs;return | returned
8179;general_verbs;rhyme | rhyme
8180;general_verbs;rinse | rinsed
8181;general_verbs;risk | risked
8182;general_verbs;rob | robbed
8183;general_verbs;rock | rocked
8184;general_verbs;roll | rolled
8185;general_verbs;rot | rotted
8186;general_verbs;rub | rubbed
8187;general_verbs;ruin | ruined
8188;general_verbs;rule | ruled
8189;general_verbs;rush | rushed
8190;general_verbs;sack | sacked
8191;general_verbs;sail | sailed
8192;general_verbs;satisfy | satisfied
8193;general_verbs;save | saved
8194;general_verbs;saw | sawed
8195;general_verbs;scare | scared
8196;general_verbs;scatter | scattered
8197;general_verbs;scold | scolded
8198;general_verbs;scorch | scorched
8199;general_verbs;scrape | scraped
8200;general_verbs;scratch | scratched
8201;general_verbs;scream | screamed
8202;general_verbs;screw | screwed
8203;general_verbs;scribble | scribbled
8204;general_verbs;scrub | scrubbed
8205;general_verbs;seal | sealed
8206;general_verbs;search | searched
8207;general_verbs;separate | separate
8208;general_verbs;serve | served
8209;general_verbs;settle | settled
8210;general_verbs;shade | shaded
8211;general_verbs;share | shared
8212;general_verbs;shave | shaved
8213;general_verbs;shelter | sheltered
8214;general_verbs;shiver | shivered
8215;general_verbs;shock | shocked
8216;general_verbs;shop | shopped
8217;general_verbs;shrug | shrugged
8218;general_verbs;sigh | sighed
8219;general_verbs;sign | signed
8220;general_verbs;signal | signalled
8221;general_verbs;sin | sinned
8222;general_verbs;sip | sipped
8223;general_verbs;ski | skied
8224;general_verbs;skip | skipped
8225;general_verbs;slap | slapped
8226;general_verbs;slip | slipped
8227;general_verbs;slow | slowed
8228;general_verbs;smash | smashed
8229;general_verbs;smell | smelled
8230;general_verbs;smile | smiled
8231;general_verbs;smoke | smoked
8232;general_verbs;snatch | snatched
8233;general_verbs;sneeze | sneezed
8234;general_verbs;sniff | sniffed
8235;general_verbs;snore | snored
8236;general_verbs;snow | snowed
8237;general_verbs;soak | soaked
8238;general_verbs;soothe | soothed
8239;general_verbs;sound | sounded
8240;general_verbs;spare | spared
8241;general_verbs;spark | sparked
8242;general_verbs;sparkle | sparkled
8243;general_verbs;spell | spelled
8244;general_verbs;spill | spilled
8245;general_verbs;spoil | spoiled
8246;general_verbs;spot | spotted
8247;general_verbs;spray | sprayed
8248;general_verbs;sprout | sprouted
8249;general_verbs;squash | squashed
8250;general_verbs;squeak | squeaked
8251;general_verbs;squeal | squealed
8252;general_verbs;squeeze | squeezed
8253;general_verbs;stain | stained
8254;general_verbs;stamp | stamped
8255;general_verbs;stare | stared
8256;general_verbs;start | started
8257;general_verbs;stay | stayed
8258;general_verbs;steer | steered
8259;general_verbs;step | stepped
8260;general_verbs;stir | stirred
8261;general_verbs;stitch | stitched
8262;general_verbs;stop | stopped
8263;general_verbs;store | stored
8264;general_verbs;strap | strapped
8265;general_verbs;strengthen | strengthened
8266;general_verbs;stretch | stretched
8267;general_verbs;strip | stripped
8268;general_verbs;stroke | stroked
8269;general_verbs;stuff | stuffed
8270;general_verbs;subtract | subtracted
8271;general_verbs;succeed | succeeded
8272;general_verbs;suck | sucked
8273;general_verbs;suffer | suffered
8274;general_verbs;suggest | suggested
8275;general_verbs;suit | suited
8276;general_verbs;supply | supplied
8277;general_verbs;support | supported
8278;general_verbs;suppose | supposed
8279;general_verbs;surprise | surprised
8280;general_verbs;surround | surrounded
8281;general_verbs;suspect | suspected
8282;general_verbs;suspend | suspended
8283;general_verbs;switch | switched
8284;general_verbs;talk | talked
8285;general_verbs;tame | tamed
8286;general_verbs;tap | tapped
8287;general_verbs;taste | tasted
8288;general_verbs;tease | teased
8289;general_verbs;telephone | telephoned
8290;general_verbs;tempt | tempted
8291;general_verbs;terrify | terrified
8292;general_verbs;test | tested
8293;general_verbs;thank | thanked
8294;general_verbs;thaw | thawed
8295;general_verbs;tick | ticked
8296;general_verbs;tickle | tickled
8297;general_verbs;tie | tied
8298;general_verbs;time | timed
8299;general_verbs;tip | tipped
8300;general_verbs;tire | tired
8301;general_verbs;touch | touched
8302;general_verbs;tour | toured
8303;general_verbs;tow | towed
8304;general_verbs;trace | traced
8305;general_verbs;trade | traded
8306;general_verbs;train | trained
8307;general_verbs;transport | transported
8308;general_verbs;trap | trapped
8309;general_verbs;travel | travelled
8310;general_verbs;treat | treated
8311;general_verbs;tremble | trembled
8312;general_verbs;trick | tricked
8313;general_verbs;trip | tripped
8314;general_verbs;trot | trotted
8315;general_verbs;trouble | troubled
8316;general_verbs;trust | trusted
8317;general_verbs;try | tried
8318;general_verbs;tug | tugged
8319;general_verbs;tumble | tumbled
8320;general_verbs;turn | turned
8321;general_verbs;twist | twisted
8322;general_verbs;type | typed
8323;general_verbs;undress | undressed
8324;general_verbs;unfasten | unfastened
8325;general_verbs;unite | united
8326;general_verbs;unlock | unlocked
8327;general_verbs;unpack | unpacked
8328;general_verbs;untidy | untidied
8329;general_verbs;use | used
8330;general_verbs;vanish | vanished
8331;general_verbs;visit | visited
8332;general_verbs;wail | wailed
8333;general_verbs;wait | waited
8334;general_verbs;walk | walked
8335;general_verbs;wander | wandered
8336;general_verbs;want | wanted
8337;general_verbs;warm | warmed
8338;general_verbs;warn | warned
8339;general_verbs;wash | washed
8340;general_verbs;waste | wasted
8341;general_verbs;watch | watched
8342;general_verbs;water | watered
8343;general_verbs;wave | waved
8344;general_verbs;weigh | weighed
8345;general_verbs;welcome | welcomed
8346;general_verbs;whine | whined
8347;general_verbs;whip | whipped
8348;general_verbs;whirl | whirled
8349;general_verbs;whisper | whispered
8350;general_verbs;whistle | whistled
8351;general_verbs;wink | winked
8352;general_verbs;wipe | wiped
8353;general_verbs;wish | wished
8354;general_verbs;wobble | wobbled
8355;general_verbs;wonder | wondered
8356;general_verbs;work | worked
8357;general_verbs;worry | worried
8358;general_verbs;wrap | wrapped
8359;general_verbs;wreck | wrecked
8360;general_verbs;wrestle | wrestled
8361;general_verbs;wriggle | wriggled
8362;general_verbs;x-ray | x-rayed
8363;general_verbs;yawn | yawned
8364;general_verbs;yell | yelled
8365;general_verbs;zip | zipped
8366;general_verbs;zoom | zoomed
8367;adverbs;abnormally
8368;adverbs;absentmindedly
8369;adverbs;accidentally
8370;adverbs;acidly
8371;adverbs;actually
8372;adverbs;adventurously
8373;adverbs;afterwards
8374;adverbs;almost
8375;adverbs;always
8376;adverbs;angrily
8377;adverbs;annually
8378;adverbs;anxiously
8379;adverbs;arrogantly
8380;adverbs;awkwardly
8381;adverbs;badly
8382;adverbs;bashfully
8383;adverbs;beautifully
8384;adverbs;bitterly
8385;adverbs;bleakly
8386;adverbs;blindly
8387;adverbs;blissfully
8388;adverbs;boastfully
8389;adverbs;boldly
8390;adverbs;bravely
8391;adverbs;briefly
8392;adverbs;brightly
8393;adverbs;briskly
8394;adverbs;broadly
8395;adverbs;busily
8396;adverbs;calmly
8397;adverbs;carefully
8398;adverbs;carelessly
8399;adverbs;cautiously
8400;adverbs;certainly
8401;adverbs;cheerfully
8402;adverbs;clearly
8403;adverbs;cleverly
8404;adverbs;closely
8405;adverbs;coaxingly
8406;adverbs;colorfully
8407;adverbs;commonly
8408;adverbs;continually
8409;adverbs;coolly
8410;adverbs;correctly
8411;adverbs;courageously
8412;adverbs;crossly
8413;adverbs;cruelly
8414;adverbs;curiously
8415;adverbs;daily
8416;adverbs;daintily
8417;adverbs;dearly
8418;adverbs;deceivingly
8419;adverbs;deeply
8420;adverbs;defiantly
8421;adverbs;deliberately
8422;adverbs;delightfully
8423;adverbs;diligently
8424;adverbs;dimly
8425;adverbs;doubtfully
8426;adverbs;dreamily
8427;adverbs;easily
8428;adverbs;elegantly
8429;adverbs;energetically
8430;adverbs;enormously
8431;adverbs;enthusiastically
8432;adverbs;equally
8433;adverbs;especially
8434;adverbs;even
8435;adverbs;evenly
8436;adverbs;eventually
8437;adverbs;exactly
8438;adverbs;excitedly
8439;adverbs;extremely
8440;adverbs;fairly
8441;adverbs;faithfully
8442;adverbs;famously
8443;adverbs;far
8444;adverbs;fast
8445;adverbs;fatally
8446;adverbs;ferociously
8447;adverbs;fervently
8448;adverbs;fiercely
8449;adverbs;fondly
8450;adverbs;foolishly
8451;adverbs;fortunately
8452;adverbs;frankly
8453;adverbs;frantically
8454;adverbs;freely
8455;adverbs;frenetically
8456;adverbs;frightfully
8457;adverbs;fully
8458;adverbs;furiously
8459;adverbs;generally
8460;adverbs;generously
8461;adverbs;gently
8462;adverbs;gladly
8463;adverbs;gleefully
8464;adverbs;gracefully
8465;adverbs;gratefully
8466;adverbs;greatly
8467;adverbs;greedily
8468;adverbs;happily
8469;adverbs;hastily
8470;adverbs;healthily
8471;adverbs;heavily
8472;adverbs;helpfully
8473;adverbs;helplessly
8474;adverbs;highly
8475;adverbs;honestly
8476;adverbs;hopelessly
8477;adverbs;hourly
8478;adverbs;hungrily
8479;adverbs;immediately
8480;adverbs;innocently
8481;adverbs;inquisitively
8482;adverbs;instantly
8483;adverbs;intensely
8484;adverbs;intently
8485;adverbs;interestingly
8486;adverbs;inwardly
8487;adverbs;irritably
8488;adverbs;jaggedly
8489;adverbs;jealously
8490;adverbs;joshingly
8491;adverbs;jovially
8492;adverbs;joyfully
8493;adverbs;joyously
8494;adverbs;jubilantly
8495;adverbs;judgementally
8496;adverbs;justly
8497;adverbs;keenly
8498;adverbs;kiddingly
8499;adverbs;kindheartedly
8500;adverbs;kindly
8501;adverbs;kissingly
8502;adverbs;knavishly
8503;adverbs;knottily
8504;adverbs;knowingly
8505;adverbs;knowledgeably
8506;adverbs;kookily
8507;adverbs;lazily
8508;adverbs;less
8509;adverbs;lightly
8510;adverbs;likely
8511;adverbs;limply
8512;adverbs;lively
8513;adverbs;loftily
8514;adverbs;longingly
8515;adverbs;loosely
8516;adverbs;loudly
8517;adverbs;lovingly
8518;adverbs;loyally
8519;adverbs;madly
8520;adverbs;majestically
8521;adverbs;meaningfully
8522;adverbs;mechanically
8523;adverbs;merrily
8524;adverbs;miserably
8525;adverbs;mockingly
8526;adverbs;monthly
8527;adverbs;more
8528;adverbs;mortally
8529;adverbs;mostly
8530;adverbs;mysteriously
8531;adverbs;naturally
8532;adverbs;nearly
8533;adverbs;neatly
8534;adverbs;needily
8535;adverbs;nervously
8536;adverbs;never
8537;adverbs;nicely
8538;adverbs;noisily
8539;adverbs;not
8540;adverbs;obediently
8541;adverbs;obnoxiously
8542;adverbs;oddly
8543;adverbs;offensively
8544;adverbs;officially
8545;adverbs;often
8546;adverbs;only
8547;adverbs;openly
8548;adverbs;optimistically
8549;adverbs;overconfidently
8550;adverbs;owlishly
8551;adverbs;painfully
8552;adverbs;partially
8553;adverbs;patiently
8554;adverbs;perfectly
8555;adverbs;physically
8556;adverbs;playfully
8557;adverbs;politely
8558;adverbs;poorly
8559;adverbs;positively
8560;adverbs;potentially
8561;adverbs;powerfully
8562;adverbs;promptly
8563;adverbs;properly
8564;adverbs;punctually
8565;adverbs;quaintly
8566;adverbs;quarrelsomely
8567;adverbs;queasily
8568;adverbs;queerly
8569;adverbs;questionably
8570;adverbs;questioningly
8571;adverbs;quicker
8572;adverbs;quickly
8573;adverbs;quietly
8574;adverbs;quirkily
8575;adverbs;quizzically
8576;adverbs;rapidly
8577;adverbs;rarely
8578;adverbs;readily
8579;adverbs;really
8580;adverbs;reassuringly
8581;adverbs;recklessly
8582;adverbs;regularly
8583;adverbs;reluctantly
8584;adverbs;repeatedly
8585;adverbs;reproachfully
8586;adverbs;restfully
8587;adverbs;righteously
8588;adverbs;rightfully
8589;adverbs;rigidly
8590;adverbs;roughly
8591;adverbs;rudely
8592;adverbs;sadly
8593;adverbs;safely
8594;adverbs;scarcely
8595;adverbs;scarily
8596;adverbs;searchingly
8597;adverbs;sedately
8598;adverbs;seemingly
8599;adverbs;seldom
8600;adverbs;selfishly
8601;adverbs;separately
8602;adverbs;seriously
8603;adverbs;shakily
8604;adverbs;sharply
8605;adverbs;sheepishly
8606;adverbs;shrilly
8607;adverbs;shyly
8608;adverbs;silently
8609;adverbs;sleepily
8610;adverbs;slowly
8611;adverbs;smoothly
8612;adverbs;softly
8613;adverbs;solemnly
8614;adverbs;solidly
8615;adverbs;sometimes
8616;adverbs;soon
8617;adverbs;speedily
8618;adverbs;stealthily
8619;adverbs;sternly
8620;adverbs;strictly
8621;adverbs;successfully
8622;adverbs;suddenly
8623;adverbs;surprisingly
8624;adverbs;suspiciously
8625;adverbs;sweetly
8626;adverbs;swiftly
8627;adverbs;sympathetically
8628;adverbs;tenderly
8629;adverbs;tensely
8630;adverbs;terribly
8631;adverbs;thankfully
8632;adverbs;thoroughly
8633;adverbs;thoughtfully
8634;adverbs;tightly
8635;adverbs;tomorrow
8636;adverbs;too
8637;adverbs;tremendously
8638;adverbs;triumphantly
8639;adverbs;truly
8640;adverbs;truthfully
8641;adverbs;ultimately
8642;adverbs;unabashedly
8643;adverbs;unaccountably
8644;adverbs;unbearably
8645;adverbs;unethically
8646;adverbs;unexpectedly
8647;adverbs;unfortunately
8648;adverbs;unimpressively
8649;adverbs;unnaturally
8650;adverbs;unnecessarily
8651;adverbs;upbeat
8652;adverbs;upliftingly
8653;adverbs;upright
8654;adverbs;upside-down
8655;adverbs;upward
8656;adverbs;upwardly
8657;adverbs;urgently
8658;adverbs;usefully
8659;adverbs;uselessly
8660;adverbs;usually
8661;adverbs;utterly
8662;adverbs;vacantly
8663;adverbs;vaguely
8664;adverbs;vainly
8665;adverbs;valiantly
8666;adverbs;vastly
8667;adverbs;verbally
8668;adverbs;very
8669;adverbs;viciously
8670;adverbs;victoriously
8671;adverbs;violently
8672;adverbs;vivaciously
8673;adverbs;voluntarily
8674;adverbs;warmly
8675;adverbs;weakly
8676;adverbs;wearily
8677;adverbs;well
8678;adverbs;wetly
8679;adverbs;wholly
8680;adverbs;wildly
8681;adverbs;willfully
8682;adverbs;wisely
8683;adverbs;woefully
8684;adverbs;wonderfully
8685;adverbs;worriedly
8686;adverbs;wrongly
8687;adverbs;yawningly
8688;adverbs;yearly
8689;adverbs;yearningly
8690;adverbs;yesterday
8691;adverbs;yieldingly
8692;adverbs;youthfully
8693;pairs;bairn | cairn
8694;pairs;coaxed | hoaxed
8695;pairs;lymph | nymph
8696;pairs;palped | scalped
8697;pairs;smooth | soothe
8698;pairs;suave | Zouave
8699;pairs;agile | fragile
8700;pairs;ambit | gambit
8701;pairs;anguish | languish
8702;pairs;ankle | rankle
8703;pairs;anther | panther
8704;pairs;argent | sergeant
8705;pairs;ascot | mascot
8706;pairs;audit | plaudit
8707;pairs;austral | claustral
8708;pairs;badger | cadger
8709;pairs;bailiff | caliph
8710;pairs;ballad | salad
8711;pairs;bantam | phantom
8712;pairs;beldam | seldom
8713;pairs;Bernard | gurnard
8714;pairs;biggin | piggin
8715;pairs;biplane | triplane
8716;pairs;birchen | urchin
8717;pairs;bittern | cittern
8718;pairs;bodice | goddess
8719;pairs;bonnet | sonnet
8720;pairs;bosky | drosky
8721;pairs;briefly | chiefly
8722;pairs;bullet | pullet
8723;pairs;bungle | jungle
8724;pairs;buskin | Ruskin
8725;pairs;cadre | padre
8726;pairs;cavern | tavern
8727;pairs;central | ventral
8728;pairs;cheaply | deeply
8729;pairs;cherish | perish
8730;pairs;Christmas | isthmus
